,uniprot,protein,iWAT_HF_cre-,iWAT_HF_cre+,iWAT_chow_cre-,iWAT_chow_cre+,eWAT_HF_cre-,eWAT_HF_cre+,eWAT_chow_cre-,eWAT_chow_cre+,ctrl_turbo(-),LPS_turbo(-),fast_turbo(-),ctrl_turbo(+),LPS_turbo(+),fast_turbo(+),description
2477,Q9DBQ7,Scyl3,,,,,,,,,17742.75,14924.0,12105.5,16897.5,21405.0,13322.25,Scyl3 Protein-associating with the carboxyl-terminal domain of ezrin
2478,Q80Y20,Alkbh8,,,,,,,,,7262.5,6129.25,6168.0,10645.0,8100.5,9210.25,Alkbh8 Alkylated DNA repair protein alkB homolog 8
2479,Q64237,Dbh,,,,,,,,,62540.5,59680.5,43690.0,65095.0,58172.0,41710.0,Dbh Dopamine beta-hydroxylase
2480,Q8BTW8,Cdk5rap1,,,,,,,,,23021.5,23063.0,20380.5,25917.0,24142.0,18354.5,Cdk5rap1 CDK5 regulatory subunit-associated protein 1
2481,Q925Q3,Slc8b1,,,,,,,,,12101.5,14204.5,17447.5,19941.0,17564.0,15230.5,"Slc8b1 Sodium/potassium/calcium exchanger 6, mitochondrial"
2482,Q6PAM1,Txlna,3173.5,11353.5,3009.0,8372.0,2572.5,9856.0,2114.25,9155.5,5255.5,4472.5,4187.5,4728.0,3203.0,4522.5,Txlna Alpha-taxilin
2483,Q8K0D2,Habp2,,,,,,,,,50192.0,31342.0,17198.75,17605.5,11131.5,6459.75,Habp2 Hyaluronan-binding protein 2
2484,O88908,Soat2,,,,,,,,,2536.0,3172.5,3323.0,2368.0,3534.0,1987.5,Soat2 Sterol O-acyltransferase 2
2485,Q8BK67,Rcc2,1643.0,3616.0,1719.5,4075.5,617.0,5665.0,1524.5,5998.0,22353.5,19683.0,18016.0,26987.0,25730.0,22603.5,Rcc2 Protein RCC2
2486,O08663,Metap2,2096.0,6410.0,2559.0,5877.0,,,,,12802.0,11497.0,9090.5,12732.0,13360.0,11567.0,Metap2 Methionine aminopeptidase 2
2487,Q0VBK2,Krt80,5682.0,4280.25,4283.5,3637.75,3457.5,6901.5,4455.25,5568.75,53295.0,64930.0,33547.0,61899.0,29650.0,75232.5,"Krt80 Keratin, type II cytoskeletal 80"
2488,Q9QYK5,Hs6st1,625.5,17986.5,0.0,10576.75,0.0,6876.5,365.5,7220.5,2735.0,1867.5,2039.0,2294.0,2249.0,1669.5,Hs6st1 Heparan-sulfate 6-O-sulfotransferase 1
2489,Q5SSH7,Zzef1,3721.0,9803.0,1463.5,4557.5,2119.0,7580.5,1182.25,3602.75,20680.75,22249.25,11801.0,23679.5,24360.0,19227.0,Zzef1 Zinc finger ZZ-type and EF-hand domain-containing protein 1
2490,Q62261,Sptbn1,3728.0,13252.5,2067.0,19833.0,2284.0,16176.5,2415.75,22249.75,19309.25,14597.0,12904.5,18656.0,25672.0,13481.75,"Sptbn1 Spectrin beta chain, non-erythrocytic 1"
2491,A6H8H2,Dennd4c,3863.25,7609.75,2981.0,4431.5,2957.25,6801.5,1858.5,3845.0,8495.0,10728.0,8008.0,10825.0,10789.0,9621.25,Dennd4c DENN domain-containing protein 4C
2492,A2RSJ4,Uhrf1bp1l,2772.75,8563.5,1879.0,5580.25,1936.25,9495.25,1617.75,7518.75,8207.5,8432.25,6221.5,8455.5,6228.0,6321.25,Uhrf1bp1l UHRF1-binding protein 1-like
2493,A3KGB4,Tbc1d8b,2618.0,7903.5,1415.5,1545.0,4155.0,8935.0,1894.5,3557.0,21582.5,20237.25,17633.25,22322.0,27781.0,18926.75,Tbc1d8b TBC1 domain family member 8B
2494,Q8CDA1,Inpp5f,1668.5,4105.0,,,1580.0,3555.0,1378.5,2837.0,12294.0,9156.0,8366.5,12863.0,15366.0,9045.0,Inpp5f Phosphatidylinositide phosphatase SAC2
2495,Q9EPL8,Ipo7,4420.75,19309.5,1147.75,5728.5,1940.0,9890.25,879.75,4159.0,31743.0,28133.0,20368.75,31483.0,38845.5,23931.75,Ipo7 Importin-7
2496,Q9WUA3,Pfkp,2969.75,7378.25,2665.75,5301.0,1723.0,5281.75,1888.75,5060.0,10134.5,12365.5,15405.0,15302.0,12541.0,14870.5,"Pfkp ATP-dependent 6-phosphofructokinase, platelet type"
2497,Q61771,Kif3b,1623.0,2935.0,,,3339.0,8579.0,7002.0,12808.0,19890.0,20176.5,14299.5,24139.0,19462.0,18810.0,Kif3b Kinesin-like protein KIF3B
2498,Q8BH15,Cnot10,,,,,,,,,305.0,754.0,0.0,0.0,996.0,346.5,Cnot10 CCR4-NOT transcription complex subunit 10
2499,Q3TZX8,Nol9,,,,,,,,,7341.5,5553.0,6402.0,7643.0,7352.0,6001.0,Nol9 Polynucleotide 5'-hydroxyl-kinase NOL9
2500,Q922U1,Prpf3,,,,,,,,,27243.0,22409.5,14941.5,12581.0,6429.0,7011.5,Prpf3 U4/U6 small nuclear ribonucleoprotein Prp3
2501,Q8BHI4,Kbtbd3,,,,,,,,,13324.0,10700.0,11002.0,10316.0,11040.0,7107.5,Kbtbd3 Kelch repeat and BTB domain-containing protein 3
2502,Q8JZS6,N4bp2l2,,,,,,,,,4832.0,6525.0,8169.0,7567.0,7976.0,7219.0,N4bp2l2 NEDD4-binding protein 2-like 2
2503,Q9JHI0,Mmp19,2984.0,26251.0,,,2033.5,19020.0,0.0,4911.0,43670.5,40757.5,25410.5,36264.0,38053.0,21551.5,Mmp19 Matrix metalloproteinase-19
2504,E9QKG3,Trmt11,1826.0,1876.0,,,1600.5,2496.0,,,25613.0,25604.0,23204.0,30999.0,28476.0,22110.5,Trmt11 tRNA (guanine(10)-N2)-methyltransferase homolog
2505,Q8CFD4,Snx8,2679.0,4842.75,720.5,1742.0,5724.25,10489.25,1156.0,2028.5,45706.5,47254.0,41286.5,51511.0,59460.0,41627.0,Snx8 Sorting nexin-8
2506,E9QLL8,Serpina11,,,,,,,,,15323.5,13635.5,7529.0,21593.0,10111.0,7060.5,Serpina11 Serpin A11
2507,Q91YE3,Egln1,,,,,1189.0,2252.0,1126.0,2638.0,413.5,1009.0,625.0,1011.0,650.0,534.0,Egln1 Egl nine homolog 1
2508,Q62087,Pon3,2133.0,22506.5,2470.0,18098.5,1765.0,18402.75,2197.0,22038.75,100750.5,100464.0,62785.0,71288.0,56066.0,66622.5,Pon3 Serum paraoxonase/lactonase 3
2509,P58137,Acot8,3419.0,5753.0,2692.0,2916.0,5778.0,12675.0,6152.0,14189.0,24407.5,30005.0,19056.0,32045.0,35973.0,37545.5,Acot8 Acyl-coenzyme A thioesterase 8
2510,Q69ZR2,Hectd1,1537.0,3924.75,984.75,3468.0,1129.0,5488.75,1198.75,3627.0,11612.0,11348.0,11598.0,14806.0,14723.0,12519.0,Hectd1 E3 ubiquitin-protein ligase HECTD1
2511,A2A5R2,Arfgef2,3993.25,14596.0,1438.25,4208.0,2838.75,9648.0,874.0,2209.75,29170.0,24938.5,21687.75,26994.0,33582.0,25507.5,Arfgef2 Brefeldin A-inhibited guanine nucleotide-exchange protein 2
2512,Q6ZQH8,Nup188,2213.0,4214.5,1939.5,6104.0,1436.0,3839.5,940.0,1472.0,18241.75,15928.0,16211.0,19809.0,21350.0,14603.0,Nup188 Nucleoporin NUP188 homolog
2513,Q9ESV0,Ddx24,,,,,,,,,11881.5,9260.5,8147.5,13175.0,14262.0,12340.0,Ddx24 ATP-dependent RNA helicase DDX24
2514,Q8C079,Strip1,4978.0,8936.25,2704.5,4991.0,4037.25,10307.75,2238.5,4859.5,22778.5,21597.75,15285.5,21550.0,27662.0,20913.75,Strip1 Striatin-interacting protein 1
2515,Q7TSI3,Ppp6r1,,,,,,,,,12097.5,10138.0,8191.0,9020.0,14770.0,6623.5,Ppp6r1 Serine/threonine-protein phosphatase 6 regulatory subunit 1
2516,E9QA15,Cald1,5933.0,13578.5,4145.75,8537.5,1090.75,3572.5,3182.5,4895.25,7101.5,4955.0,3969.0,6463.0,5258.0,4150.5,Cald1 Protein Cald1
2517,Q7TMS5,Abcg2,,,,,,,,,23084.5,29603.0,22419.0,16264.0,22782.0,26887.5,Abcg2 ATP-binding cassette sub-family G member 2
2518,Q8K2Q9,Shtn1,,,,,,,,,12438.5,11907.0,10309.5,7061.0,5735.0,4296.0,Shtn1 Shootin-1
2519,P70459,Erf,,,,,,,,,427.0,365.0,793.5,1285.0,0.0,449.0,Erf ETS domain-containing transcription factor ERF
2520,Q8CIH9,Ppat,,,,,,,,,28828.0,24389.0,18713.75,20839.0,27257.0,19295.25,Ppat Amidophosphoribosyltransferase
2521,Q2TBE6,Pi4k2a,2249.5,5324.0,,,1726.75,6100.25,401.0,1446.0,4971.0,5143.0,3501.5,5534.0,4719.0,5340.5,Pi4k2a Phosphatidylinositol 4-kinase type 2-alpha
2522,Q8R079,Bfar,1023.0,9313.25,967.0,5782.0,1390.0,8584.75,929.0,6297.0,8237.25,9453.25,7965.0,14291.0,13609.5,9529.75,Bfar Bifunctional apoptosis regulator
2523,P60229,Eif3e,4796.5,11371.0,2747.5,6119.5,,,2858.0,4152.0,12916.5,16448.5,12470.0,16509.0,16382.0,16442.5,Eif3e Eukaryotic translation initiation factor 3 subunit E
2524,Q8R121,Serpina10,,,,,,,,,3303.0,2861.0,2180.5,3818.0,2108.0,1800.0,Serpina10 Protein Z-dependent protease inhibitor
2525,Q8C7D2,Crbn,1749.5,2200.0,321.0,1525.0,1779.5,2927.5,1823.5,3168.0,8376.0,8025.5,7420.5,8657.0,9386.0,6012.0,Crbn Protein cereblon
2526,D3Z0R2,Ppp1r36,,,,,,,,,3489.5,3801.5,4650.5,4030.0,4387.0,4565.0,Ppp1r36 Protein phosphatase 1 regulatory subunit 36
2527,Q91ZH7,Abhd3,2620.5,6999.0,,,1993.0,4976.0,,,28293.0,33776.5,30511.0,26085.0,29070.0,27117.5,Abhd3 Phospholipase ABHD3
2528,Q9CY58,Serbp1,,,,,,,,,16987.5,14949.75,14859.5,16579.5,11122.5,13056.25,Serbp1 Plasminogen activator inhibitor 1 RNA-binding protein
2529,A2AIL4,Ndufaf6,7155.0,12861.0,4001.5,4876.0,10804.0,11293.0,,,16605.5,15021.5,12845.5,11606.0,13196.0,11873.5,"Ndufaf6 NADH dehydrogenase (ubiquinone) complex I, assembly factor 6"
2530,Q9CQ01,Rnaset2,9861.5,47038.0,9203.5,31000.5,2034.0,22212.5,2199.0,25474.0,193497.5,134778.5,96925.5,40221.0,7360.0,6405.0,Rnaset2 Ribonuclease T2
2531,Q7TT50,Cdc42bpb,2984.75,6295.75,1491.5,3718.5,2109.0,5342.0,1893.5,4453.75,27544.75,24481.0,24283.5,27099.0,25644.5,22097.5,Cdc42bpb Serine/threonine-protein kinase MRCK beta
2532,Q920R0,Als2,3485.5,7078.0,,,3711.0,7709.0,,,20751.0,14886.0,11429.5,21371.0,25051.0,17315.0,Als2 Alsin
2533,P58871,Tnks1bp1,1613.0,8401.0,1435.0,7079.5,1400.0,7401.5,1852.0,9599.75,17219.0,10964.5,9249.0,12472.0,10573.0,8632.0,Tnks1bp1 182 kDa tankyrase-1-binding protein
2534,Q4LDD4,Arap1,1883.75,3312.25,3311.5,4697.0,1642.0,3451.25,1061.0,2661.25,13192.0,11494.0,11715.5,17770.0,14340.0,14064.0,"Arap1 Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1"
2535,Q5SV85,Synrg,,,746.5,2721.0,629.5,2889.0,357.5,3558.5,19144.5,12587.5,7496.0,6438.0,1137.0,997.0,Synrg Synergin gamma
2536,P18826,Phka1,2777.0,8169.0,,,2322.0,8386.0,2425.5,9015.0,24104.25,25207.0,20141.5,27460.0,25865.0,19000.25,"Phka1 Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform"
2537,Q7TPD0,Ints3,,,,,,,,,2877.5,3469.5,2547.5,3606.0,3794.0,2710.5,Ints3 Integrator complex subunit 3
2538,Q7TQK1,Ints7,2176.0,4985.0,2124.5,4956.0,1762.5,4256.0,1395.0,3247.0,10258.75,10305.0,10628.0,15263.5,15514.0,10729.0,Ints7 Integrator complex subunit 7
2539,P28740,Kif2a,2961.5,4947.75,632.0,2629.5,2182.75,5350.5,1037.5,2497.5,44460.0,51135.0,41745.0,62380.0,56163.0,63056.5,Kif2a Kinesin-like protein KIF2A
2540,Q14DH7,Acss3,5921.5,13866.5,3167.25,6223.75,4058.0,7924.0,2642.5,6932.25,42320.75,43649.25,35703.0,32415.5,41906.0,32376.5,"Acss3 Acyl-CoA synthetase short-chain family member 3, mitochondrial"
2541,P45700,Man1a1,1630.5,10046.0,,,757.0,7197.0,439.0,6494.0,44816.0,38508.5,18992.0,16473.0,27198.0,10102.5,"Man1a1 Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA"
2542,Q922Q2,Riok1,,,,,,,,,14286.5,14180.0,9998.5,15323.0,18048.0,13497.5,Riok1 Serine/threonine-protein kinase RIO1
2543,Q99JR8,Smarcd2,,,,,,,,,13255.5,13029.5,11287.0,17151.0,18155.0,15447.5,Smarcd2 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2
2544,Q60676,Ppp5c,1488.0,3281.0,,,1443.5,3809.0,,,15048.0,12262.5,9638.5,15196.0,17059.0,14128.0,Ppp5c Serine/threonine-protein phosphatase 5
2545,G3X8Q9,Cyp2b10,,,,,,,,,3973.5,4989.5,6856.5,4481.0,3172.0,2928.0,Cyp2b10 Cytochrome P450 2B10
2546,Q9JJN5,Cpn1,,,,,,,,,67832.5,57250.0,30341.5,40847.0,43462.0,24204.0,Cpn1 Carboxypeptidase N catalytic chain
2547,Q8R0Z6,Angptl6,,,,,,,,,2169.5,1778.0,0.0,1983.0,3566.0,1337.5,Angptl6 Angiopoietin-related protein 6
2548,Q61398,Pcolce,11192.5,15398.75,6421.0,9649.0,3110.0,6308.5,1741.0,2819.5,1729.5,1170.0,284.5,2096.0,2129.0,801.5,Pcolce Procollagen C-endopeptidase enhancer 1
2549,Q3TJD7,Pdlim7,4017.25,6219.5,1716.5,2490.5,5437.25,6736.0,7622.25,8924.25,3827.0,3834.0,2692.5,6488.0,2600.0,3466.0,Pdlim7 PDZ and LIM domain protein 7
2550,Q7TN29,Smap2,1492.0,2852.0,,,1765.0,4051.0,382.0,1881.0,29200.0,20472.5,20273.5,32803.0,26797.0,23539.5,Smap2 Stromal membrane-associated protein 2
2551,Q8VDG7,Pafah2,,,,,,,,,77315.0,77084.5,54299.0,85352.0,81849.0,87188.0,"Pafah2 Platelet-activating factor acetylhydrolase 2, cytoplasmic"
2552,Q9JKN1,Slc30a7,,,,,,,,,7589.5,7673.0,5798.0,16548.0,12426.0,8793.5,Slc30a7 Zinc transporter 7
2553,Q61191,Hcfc1,2045.5,16512.25,2608.5,18872.5,1281.5,8843.0,1623.5,12891.0,34231.0,21362.5,14506.0,16895.0,14241.0,11434.0,Hcfc1 Host cell factor 1
2554,Q62077,Plcg1,4130.25,7769.0,2029.0,3720.5,1527.5,4138.5,1346.75,3232.5,12863.0,10240.0,10102.0,11708.0,15447.0,12309.5,"Plcg1 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"
2555,Q8BX80,Engase,2215.25,3106.5,1462.75,3275.0,2553.0,4252.0,1254.75,2536.75,23449.0,26136.5,19842.5,27217.0,26468.0,20572.0,Engase Cytosolic endo-beta-N-acetylglucosaminidase
2556,Q9QUJ7,Acsl4,,,,,,,,,29602.25,20250.25,13048.5,31018.5,25931.5,16504.5,Acsl4 Long-chain-fatty-acid--CoA ligase 4
2557,Q91WV7,Slc3a1,,,,,,,,,18829.5,12944.5,10344.5,26172.0,16172.0,10828.0,Slc3a1 Neutral and basic amino acid transport protein rBAT
2558,Q99PG2,Ogfr,,,,,,,,,25142.5,25774.25,23720.0,33686.0,33379.5,28609.5,Ogfr Opioid growth factor receptor
2559,Q63961,Eng,,,,,,,,,28921.0,28220.0,17347.0,37974.0,35570.0,23124.5,Eng Endoglin
2560,P60670,Nploc4,4033.25,11259.5,5297.25,10868.25,3990.75,9797.75,6652.25,10918.5,42212.0,42290.0,40164.0,45836.5,50779.0,41668.0,Nploc4 Nuclear protein localization protein 4 homolog
2561,P08103,Hck,2160.5,3747.0,2430.0,6449.0,2444.25,5982.5,806.5,2208.0,26932.5,21578.0,16074.5,75619.0,38559.0,34887.5,Hck Tyrosine-protein kinase HCK
2562,Q9DC63,Fbxo3,2699.25,6035.75,2130.0,3714.25,1938.5,3620.25,1475.0,2523.75,3293.75,3081.5,2630.75,2522.0,4396.5,3372.75,Fbxo3 F-box only protein 3
2563,Q9QZH6,Ecsit,3676.5,7865.0,,,3342.0,4951.0,,,31351.5,28710.0,25473.0,16240.0,16562.0,7691.0,"Ecsit Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial"
2564,Q9CZV8,Fbxl20,2504.0,6895.5,1321.75,3928.75,3492.0,10589.0,2172.5,4212.0,11918.0,9197.5,8096.0,12215.0,11850.0,9644.5,Fbxl20 F-box/LRR-repeat protein 20
2565,Q64685,St6gal1,,,,,,,,,59785.0,31662.0,15926.5,17104.0,13925.0,12948.0,"St6gal1 Beta-galactoside alpha-2,6-sialyltransferase 1"
2566,Q80TA1,Ept1,,,,,,,,,44302.5,44250.5,26490.5,46968.0,43560.0,35824.0,Ept1 Ethanolaminephosphotransferase 1
2567,P63085,Mapk1,22301.5,41765.0,21977.0,37231.25,4920.5,14557.0,8866.25,24675.75,18233.0,18445.0,9404.0,17246.0,16163.0,16277.0,Mapk1 Mitogen-activated protein kinase 1
2568,P16546,Sptan1,2821.25,11034.25,1824.0,12973.5,1637.25,13282.0,1862.0,20350.5,8333.25,7651.75,8349.0,9849.5,13795.0,8845.75,"Sptan1 Spectrin alpha chain, non-erythrocytic 1"
2569,G3X9K3,Arfgef1,1949.5,4803.5,2034.0,6213.0,877.5,2575.0,,,39366.5,32907.0,33633.5,42159.0,48687.0,36767.0,Arfgef1 Brefeldin A-inhibited guanine nucleotide-exchange protein 1
2570,Q4VA53,Pds5b,,,,,1173.0,4099.0,1172.25,3776.5,18578.5,15843.5,13063.5,12742.0,17346.0,11794.5,Pds5b Sister chromatid cohesion protein PDS5 homolog B
2571,Q920I9,Wdr7,2604.0,6066.25,1893.5,4543.0,2462.0,8135.5,1869.5,4890.75,12183.5,10592.0,7867.5,11685.0,16359.0,10467.5,Wdr7 WD repeat-containing protein 7
2572,Q68FH0,Pkp4,4892.5,10172.5,3029.5,17797.25,,,2755.75,10391.0,2075.0,1600.25,1113.0,1776.5,1679.0,1937.0,Pkp4 Plakophilin-4
2573,Q8K224,Nat10,1620.0,4621.0,2977.0,4526.0,1712.0,5285.0,3563.5,6221.0,19274.0,20399.0,16332.75,20200.0,21937.0,19993.0,Nat10 RNA cytidine acetyltransferase
2574,Q8BWQ6,UPF0505,4317.0,8061.5,2329.5,4233.5,5054.25,10190.5,3405.5,5404.5,38055.0,39519.5,36609.0,44084.0,46595.0,37474.5,UPF0505 protein C16orf62 homolog
2575,E9QJX9,Stat2,2464.5,4411.5,3102.0,4134.0,2407.5,4262.0,,,3669.0,3819.5,2471.0,5806.0,4254.0,3698.0,Stat2 Signal transducer and activator of transcription
2576,P98203,Arvcf,,,,,,,,,739.5,1213.0,983.5,1141.0,618.0,670.5,Arvcf Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog
2577,Q3UVK0,Ermp1,3800.0,38990.0,2715.75,20397.5,1993.5,25319.0,1981.0,20259.0,4485.0,4792.0,4501.5,6707.0,3708.0,3258.0,Ermp1 Endoplasmic reticulum metallopeptidase 1
2578,Q8BVG4,Dpp9,,,,,,,,,10514.5,7286.5,4880.0,8528.0,7559.0,5449.0,Dpp9 Dipeptidyl peptidase 9
2579,E9PYV1,Nr3c1,2696.5,9315.5,2351.0,11520.75,1138.25,4527.25,1299.5,5302.0,8083.5,6137.0,4137.75,5537.5,9456.5,4519.75,Nr3c1 Glucocorticoid receptor
2580,P70428,Ext2,1525.5,19538.5,1214.0,16589.0,484.5,9615.5,854.25,8933.75,86719.0,77302.0,35444.0,75702.0,31547.0,16992.0,Ext2 Exostosin-2
2581,Q8VCB2,Med25,,,,,,,,,65928.5,61742.5,39483.5,41692.0,30468.0,20844.5,Med25 Mediator of RNA polymerase II transcription subunit 25
2582,Q62005,Zp1,,,,,,,,,87590.5,81038.5,84471.5,91944.0,95127.0,85338.5,Zp1 Zona pellucida sperm-binding protein 1
2583,Q8BHD4,Frmd3,,,,,,,,,9715.5,8620.75,8312.25,9640.5,11866.5,8875.5,Frmd3 FERM domain-containing protein 3
2584,Q62074,Prkci,1358.0,2126.0,,,1478.5,3762.5,1502.0,4585.0,14662.0,13399.0,8978.5,15705.0,17338.0,14188.0,Prkci Protein kinase C iota type
2585,Q9JMH6,Txnrd1,1538.0,3830.0,,,1058.5,2988.0,,,19067.0,15574.0,12923.5,16360.0,15188.0,17787.5,"Txnrd1 Thioredoxin reductase 1, cytoplasmic"
2586,Q9DBL2,Gdap2,1355.25,3949.5,,,1529.0,4595.0,2683.5,4949.0,350.5,568.5,928.0,826.0,694.0,0.0,Gdap2 Ganglioside-induced differentiation-associated protein 2
2587,P33587,Proc,,,,,,,,,8438.25,8735.0,5332.25,5137.5,6798.0,4625.5,Proc Vitamin K-dependent protein C
2588,Q5F2F2,Abhd15,2402.5,12099.25,2530.25,17707.25,2209.0,12164.0,2229.0,14899.5,46029.5,36977.5,35478.5,42964.0,53837.0,36857.0,Abhd15 Protein ABHD15
2589,Q9CWX9,Ddx47,692.5,1737.0,,,948.0,1782.5,276.5,3341.0,13204.0,19097.0,12506.5,12656.0,15364.0,12275.5,Ddx47 Probable ATP-dependent RNA helicase DDX47
2590,Q9WU56,Pus1,4447.0,7737.0,1114.5,1446.0,3008.5,5060.0,1992.5,3279.5,9811.5,10355.0,10700.0,15504.0,10938.0,12908.0,"Pus1 tRNA pseudouridine synthase A, mitochondrial"
2591,Q99M51,Nck1,3622.0,19603.0,0.0,2664.5,7731.5,42129.0,1008.0,3185.0,11463.5,8601.0,5705.0,8823.0,3962.0,4319.0,Nck1 Cytoplasmic protein NCK1
2592,P81122,Irs2,3517.0,6455.75,746.0,5649.0,4282.0,8000.0,2800.75,8364.5,1895.0,1386.5,855.0,2249.0,1377.0,1281.0,Irs2 Insulin receptor substrate 2
2593,Q6P9Q6,Fkbp15,2431.0,10794.75,2129.75,9312.5,946.75,6361.5,1127.0,7610.0,25572.5,17576.0,14854.25,24139.5,22659.5,15656.75,Fkbp15 FK506-binding protein 15
2594,G3X928,Sec23ip,3405.25,14286.0,3910.25,20090.0,2822.25,13986.25,6292.0,20045.25,49623.5,36558.5,27800.75,72289.5,50226.5,42310.75,"Sec23ip Sec23 interacting protein, isoform CRA_c"
2595,Q9ERK4,Cse1l,3585.5,11306.0,2611.0,7451.0,2961.0,10254.75,1798.75,4104.75,35849.0,36175.0,31379.5,41670.0,43839.0,29848.5,Cse1l Exportin-2
2596,P22892,Ap1g1,2570.5,7280.0,2792.5,6500.0,1244.0,4872.5,2613.0,6171.0,22674.0,24924.0,18678.5,25076.0,29936.0,22298.5,Ap1g1 AP-1 complex subunit gamma-1
2597,Q8CBY3,Leng8,2240.5,5483.0,,,2050.0,4587.5,1034.0,3613.0,11675.0,12959.75,11853.0,17634.5,14477.5,13084.75,Leng8 Leukocyte receptor cluster member 8 homolog
2598,Q8BH55,Thnsl1,1336.5,1851.5,0.0,3191.0,319.5,1197.5,484.0,1732.5,18748.5,17625.5,16797.0,19229.0,18806.0,15634.5,Thnsl1 Threonine synthase-like 1
2599,Q8C1A5,Thop1,3236.25,9307.0,2588.0,5475.0,2712.75,4560.5,1749.5,4604.0,108064.0,110922.0,97750.0,137264.0,108965.0,124813.5,Thop1 Thimet oligopeptidase
2600,Q14C51,Ptcd3,2143.5,5156.5,931.5,3800.0,1920.25,3994.5,352.75,1984.0,11417.0,11120.5,11384.0,12201.0,12509.0,11460.0,"Ptcd3 Pentatricopeptide repeat domain-containing protein 3, mitochondrial"
2601,Q5SUH6,Clint1,3024.25,12951.5,1580.5,12234.5,2609.0,14013.75,2444.5,9731.0,28327.0,17534.0,17549.0,17182.0,11620.0,8705.5,Clint1 Clathrin interactor 1
2602,Q8QZY1,Eif3l,3394.5,8816.5,3371.75,8816.0,1890.75,5620.0,1211.0,2535.0,18836.0,23106.0,18493.5,27981.0,26828.0,26597.5,Eif3l Eukaryotic translation initiation factor 3 subunit L
2603,Q3U3R4,Lmf1,3621.5,32854.5,2135.5,10909.5,2395.0,18910.5,369.5,8301.0,5966.5,4744.0,6826.5,6199.0,6503.0,4731.5,Lmf1 Lipase maturation factor 1
2604,Q60641,Nr1h4,,,,,,,,,33587.75,37817.0,38322.25,72329.0,34761.0,44019.0,Nr1h4 Bile acid receptor
2605,Q8CI59,Steap3,1893.5,10751.5,1430.75,8216.75,1764.0,11433.25,1453.5,7023.25,46260.0,29583.0,22421.5,21722.0,27516.0,15230.0,Steap3 Metalloreductase STEAP3
2606,Q8BGA9,Oxa1l,5336.0,11945.0,,,3630.0,7416.5,1403.75,4251.5,10696.5,13092.0,8585.0,12886.0,15272.0,11320.0,Oxa1l Mitochondrial inner membrane protein OXA1L
2607,O88822,Sc5d,558.5,2114.0,,,0.0,0.0,,,262938.5,260922.0,118080.0,229837.0,338132.0,143104.0,Sc5d Lathosterol oxidase
2608,Q8CIZ8,Vwf,1540.75,3234.25,1031.5,6618.0,1546.25,2930.5,3356.0,5038.5,12377.75,11264.0,9250.25,12467.0,14493.0,12653.25,Vwf von Willebrand factor
2609,Q8BY87,Usp47,2185.0,4404.5,1412.75,2724.25,2453.25,7589.75,1413.5,3536.25,84520.0,87832.5,67370.0,70448.0,84442.0,69595.0,Usp47 Ubiquitin carboxyl-terminal hydrolase 47
2610,Q6PAJ1,Bcr,1886.0,4943.0,336.5,917.0,3647.0,8017.0,1934.0,6566.0,16498.5,16486.5,13428.25,15678.5,17927.5,14735.5,Bcr Breakpoint cluster region protein
2611,Q6PAV2,Herc4,1846.0,4381.0,2558.0,5252.5,2676.0,6731.0,3181.5,6381.5,2117.0,2245.0,2374.5,2531.0,2538.0,1748.5,Herc4 Probable E3 ubiquitin-protein ligase HERC4
2612,Q80X50,Ubap2l,2694.25,14388.5,2600.5,10033.25,1575.5,5930.75,1547.0,4746.25,11632.0,8306.5,7623.5,9646.5,8607.5,7710.5,Ubap2l Ubiquitin-associated protein 2-like
2613,Q80V86,Ints8,1762.5,2759.0,0.0,1837.5,2385.0,4662.75,1234.5,1980.0,5331.5,3762.0,3735.5,4342.0,4778.0,4325.0,Ints8 Integrator complex subunit 8
2614,Q9D071,Mms19,3701.5,11821.75,1683.75,6224.75,2214.5,7439.5,1395.75,3450.25,5666.5,5471.0,5323.0,7974.0,7265.0,4771.5,Mms19 MMS19 nucleotide excision repair protein homolog
2615,Q569Z6,Thrap3,6157.0,16613.0,5269.0,28928.0,,,2435.0,9977.0,6061.0,5314.0,5481.0,6068.0,6753.0,4470.0,Thrap3 Thyroid hormone receptor-associated protein 3
2616,Q3TXS7,Psmd1,3984.5,9125.0,3380.0,5300.25,411.5,5165.5,169.5,2011.0,6716.0,6248.0,4487.5,5573.0,5128.0,5514.5,Psmd1 26S proteasome non-ATPase regulatory subunit 1
2617,O08785,Clock,,,,,,,,,3154.0,3785.5,2072.5,3677.0,4493.0,4498.0,Clock Circadian locomoter output cycles protein kaput
2618,Q9R1S8,Capn7,3159.5,6910.5,2640.0,4117.0,3621.75,7079.25,982.75,2349.5,6637.0,6175.0,6084.0,7112.0,8350.0,5833.0,Capn7 Calpain-7
