,fast_turbo(+)_1/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_1/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,uniprot,annotation,fast_turbo(+)_1/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_1/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,fast_turbo(+)_2/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_2/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,fast_turbo(+)_2/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_2/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,fast_turbo(+)_3/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_3/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,fast_turbo(+)_3/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_3/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,fast_turbo(+)_4/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_4/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,fast_turbo(+)_4/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_4/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio
451,,,,,,,,O88532,FP,0.2951095496210392,1.6037069726390114,152.0,25.0,0.11210762331838565,0.21199442119944212,-0.09988679788105646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,Q9CZ30,FP,0.29444205990650385,1.6029651593773164,153.0,25.0,0.11210762331838565,0.21338912133891214,-0.10128149802052648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,Q9QYJ0,,0.2944002824877435,1.6029187415445727,154.0,25.0,0.11210762331838565,0.21478382147838215,-0.1026761981599965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,O70251,,0.2939892992112276,1.6024621800719807,154.0,25.0,0.11210762331838565,0.21478382147838215,-0.1026761981599965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,P68037,FP,0.29379889628256806,1.6022507054703703,154.0,25.0,0.11210762331838565,0.21478382147838215,-0.1026761981599965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,P11679,FP,0.2935876480365818,1.6020161112822997,155.0,25.0,0.11210762331838565,0.21617852161785217,-0.10407089829946652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,Q8BU30,,0.29319546968147187,1.6015806826997672,156.0,25.0,0.11210762331838565,0.2175732217573222,-0.10546559843893653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,Q99MR6,FP,0.2929184176539252,1.6012731481481481,156.0,25.0,0.11210762331838565,0.2175732217573222,-0.10546559843893653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,Q8C165,TP,0.29191734547589177,1.600162425554954,157.0,25.0,0.11210762331838565,0.21896792189679218,-0.10686029857840652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,P16332,,0.29117321607225094,1.5993372886777761,157.0,26.0,0.11659192825112108,0.21896792189679218,-0.1023759936456711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,P47962,FP,0.2909813813405572,1.5991246394111212,157.0,26.0,0.11659192825112108,0.21896792189679218,-0.1023759936456711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,Q91XE0,,0.29082569798126723,1.598952084812575,158.0,26.0,0.11659192825112108,0.2203626220362622,-0.10377069378514112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,P99029,,0.2890258420320639,1.5969585318345028,158.0,26.0,0.11659192825112108,0.2203626220362622,-0.10377069378514112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,Q8K3J1,,0.28852893536154955,1.5964085869875035,158.0,26.0,0.11659192825112108,0.2203626220362622,-0.10377069378514112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,P27870,,0.2883792719345672,1.5962429860941694,158.0,26.0,0.11659192825112108,0.2203626220362622,-0.10377069378514112,,,,,,,,,,,,,,,,,,,,,,1.1211504537330066,1.556965113442303,32.0,28.0,0.125,0.04481792717086835,0.08018207282913165,,,,,,,,,,,,,,
466,,,,,,,,Q9CWU9,FP,0.2873518949437613,1.5951066686558257,158.0,26.0,0.11659192825112108,0.2203626220362622,-0.10377069378514112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,Q9DC63,FP,0.28700133471231487,1.5947191210349105,159.0,26.0,0.11659192825112108,0.2217573221757322,-0.10516539392461113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,O08705,,0.2866933314276391,1.594378698224852,160.0,26.0,0.11659192825112108,0.22315202231520223,-0.10656009406408115,,,,,,,,,,,,,,,,,,,,,,1.5996629619405087,2.1693293885601577,17.0,22.0,0.09821428571428571,0.023809523809523808,0.0744047619047619,,,,,,,,,,,,,,
469,,,,,,,,O35678,,0.2862384917418223,1.5938761163329602,160.0,26.0,0.11659192825112108,0.22315202231520223,-0.10656009406408115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,Q3TLP5,,0.2860484254137522,1.593666146645866,160.0,26.0,0.11659192825112108,0.22315202231520223,-0.10656009406408115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,D4AFX7,,0.28509333566562856,1.5926114604925694,160.0,26.0,0.11659192825112108,0.22315202231520223,-0.10656009406408115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,Q9DBA8,,0.28467996122285244,1.5921551959683051,160.0,26.0,0.11659192825112108,0.22315202231520223,-0.10656009406408115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,Q9DCY0,FP,0.28430489936524805,1.5917413322945073,160.0,26.0,0.11659192825112108,0.22315202231520223,-0.10656009406408115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,Q80UG1,,0.2839392037044686,1.5913379073756433,161.0,26.0,0.11659192825112108,0.22454672245467225,-0.10795479420355117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,Q9CXW4,FP,0.28353466746044637,1.590891753756961,161.0,26.0,0.11659192825112108,0.22454672245467225,-0.10795479420355117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,Q9JJU9,,0.2830221192047278,1.5903266558382962,162.0,26.0,0.11659192825112108,0.22594142259414227,-0.10934949434302119,,,,,,,,,,,,,,,2.8434192123114452,7.5794924677187945,3.0,13.0,0.05803571428571429,0.004201680672268907,0.05383403361344538,3.413599276222277,7.6273687060097455,2.0,9.0,0.04017857142857143,0.0028011204481792717,0.03737745098039216,2.8572329060190143,9.956375538020087,3.0,3.0,0.013392857142857142,0.004201680672268907,0.009191176470588234,3.3919850993957623,10.01926547554593,3.0,3.0,0.013392857142857142,0.004195804195804196,0.009197052947052947
477,,,,,,,,E9QN31,,0.2822346254322158,1.5894588143601733,162.0,26.0,0.11659192825112108,0.22594142259414227,-0.10934949434302119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,Q6GT24,,0.28119645262064935,1.5883154408137377,162.0,26.0,0.11659192825112108,0.22594142259414227,-0.10934949434302119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,Q04857,TP,0.2811713563461122,1.5882878116526684,162.0,26.0,0.11659192825112108,0.22594142259414227,-0.10934949434302119,,,,,,,,,,,,,,,4.092649846264896,18.0175617032818,3.0,4.0,0.017857142857142856,0.004201680672268907,0.01365546218487395,3.617711484812762,8.78655512201574,2.0,6.0,0.026785714285714284,0.0028011204481792717,0.023984593837535012,1.700758290830142,4.466503932736642,9.0,13.0,0.05803571428571429,0.012605042016806723,0.04543067226890757,1.1903920588439243,2.1781628199193177,28.0,22.0,0.09821428571428571,0.039160839160839164,0.05905344655344655
480,,,,,,,,Q9QXE0,,0.27987853920318395,1.5868651645207439,162.0,27.0,0.1210762331838565,0.22594142259414227,-0.10486518941028576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,Q9QYC0,FP,0.2796550913361274,1.5866194062915375,162.0,27.0,0.1210762331838565,0.22594142259414227,-0.10486518941028576,,,,,,,,,,,,,,,,,,,,,,1.0927207739957174,1.5265839610101906,34.0,29.0,0.12946428571428573,0.047619047619047616,0.08184523809523811,,,,,,,,,,,,,,
482,,,,,,,,I3ITR1,,0.27944200718236184,1.586385082004044,163.0,27.0,0.1210762331838565,0.22733612273361228,-0.10625988954975578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,Q9Z1R9,TP,0.2773534190995743,1.5840901355974708,163.0,27.0,0.1210762331838565,0.22733612273361228,-0.10625988954975578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,E9Q7G0,FP,0.2766824884791423,1.5833536199425484,163.0,28.0,0.12556053811659193,0.22733612273361228,-0.10177558461702035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,P09411,,0.27660597664658254,1.583269650655022,164.0,28.0,0.12556053811659193,0.22873082287308227,-0.10317028475649034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,O88342,FP,0.27646039836689135,1.5831098954490652,164.0,28.0,0.12556053811659193,0.22873082287308227,-0.10317028475649034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,Q9D8N0,,0.2759136918206602,1.5825100926145808,165.0,28.0,0.12556053811659193,0.2301255230125523,-0.10456498489596036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,P28474,,0.2754984619120174,1.5820546873147248,165.0,28.0,0.12556053811659193,0.2301255230125523,-0.10456498489596036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,P17879,FP,0.2747267273068687,1.5812086319664747,165.0,28.0,0.12556053811659193,0.2301255230125523,-0.10456498489596036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,Q9JK53,TP,0.27339455800419155,1.5797492345823005,166.0,28.0,0.12556053811659193,0.2315202231520223,-0.10595968503543038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,P97494,,0.27230211262381543,1.5785534610726375,166.0,29.0,0.13004484304932734,0.2315202231520223,-0.10147538010269497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,Q9QZ88,,0.2698606318996068,1.5758843255327588,166.0,29.0,0.13004484304932734,0.2315202231520223,-0.10147538010269497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,Q9CQM8,,0.2692456032310717,1.5752126607319485,166.0,29.0,0.13004484304932734,0.2315202231520223,-0.10147538010269497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,Q921G7,,0.2682743093567563,1.5741525063360038,166.0,29.0,0.13004484304932734,0.2315202231520223,-0.10147538010269497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,Q9DCX2,,0.2682299545581588,1.574104110699985,166.0,29.0,0.13004484304932734,0.2315202231520223,-0.10147538010269497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,P07356,TP,0.26750968178153045,1.573318427426868,166.0,29.0,0.13004484304932734,0.2315202231520223,-0.10147538010269497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,Q8R2U0,FP,0.26729542782140203,1.5730847919981814,166.0,30.0,0.13452914798206278,0.2315202231520223,-0.09699107516995953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,P17426,,0.2669981909282709,1.572760724430967,167.0,30.0,0.13452914798206278,0.23291492329149233,-0.09838577530942955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,Q9CZU6,,0.26672403992134647,1.5724618858273223,167.0,30.0,0.13452914798206278,0.23291492329149233,-0.09838577530942955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,Q9Z1Q2,,0.2664521766821744,1.5721655970806594,167.0,30.0,0.13452914798206278,0.23291492329149233,-0.09838577530942955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,Q9JHW2,,0.2662887189937365,1.5719874804381846,167.0,30.0,0.13452914798206278,0.23291492329149233,-0.09838577530942955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,O55125,,0.265612676688817,1.571251024671444,167.0,30.0,0.13452914798206278,0.23291492329149233,-0.09838577530942955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,A2AN08,FP,0.2623959146814436,1.567751525582851,167.0,30.0,0.13452914798206278,0.23291492329149233,-0.09838577530942955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,P63085,FP,0.2615514884742126,1.5668341708542715,168.0,30.0,0.13452914798206278,0.23430962343096234,-0.09978047544889956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0994761709110545,2.0451347647327545,31.0,23.0,0.10267857142857142,0.043356643356643354,0.05932192807192807
505,,,,,,,,Q6PGC1,,0.2606640227203067,1.565870637997885,169.0,30.0,0.13452914798206278,0.23570432357043236,-0.10117517558836958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,P08226,TP,0.260600887026462,1.5658021133525457,169.0,30.0,0.13452914798206278,0.23570432357043236,-0.10117517558836958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,Q91VE0,,0.2602638528494196,1.565436362328225,169.0,31.0,0.13901345291479822,0.23570432357043236,-0.09669087065563414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,P34152,FP,0.259825019232577,1.5649602661245612,169.0,31.0,0.13901345291479822,0.23570432357043236,-0.09669087065563414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,G5E894,,0.25961025811507893,1.5647273218142548,170.0,31.0,0.13901345291479822,0.23709902370990238,-0.09808557079510416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,P28653,TP,0.25818101668300814,1.563177953679273,170.0,31.0,0.13901345291479822,0.23709902370990238,-0.09808557079510416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,P54823,FP,0.258089523479599,1.5630788228030459,170.0,32.0,0.14349775784753363,0.23709902370990238,-0.09360126586236875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,Q3TJZ6,,0.25803110186237516,1.5630155275527187,171.0,32.0,0.14349775784753363,0.2384937238493724,-0.09499596600183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,Q8BGQ7,,0.2575551809821638,1.5625,171.0,32.0,0.14349775784753363,0.2384937238493724,-0.09499596600183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,,Q6NXL1,,0.25628042617945934,1.5611199961807463,171.0,32.0,0.14349775784753363,0.2384937238493724,-0.09499596600183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,Q6NZR5,,0.25571297002005633,1.5605060806020614,171.0,32.0,0.14349775784753363,0.2384937238493724,-0.09499596600183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,Q64374,,0.25520907964615197,1.5599611375154268,171.0,32.0,0.14349775784753363,0.2384937238493724,-0.09499596600183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,Q9D662,,0.2549689328305494,1.5597014925373134,171.0,32.0,0.14349775784753363,0.2384937238493724,-0.09499596600183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9738395421251081,1.874569460390356,41.0,29.0,0.12946428571428573,0.057342657342657345,0.07212162837162839
518,,,,,,,,Q9DB77,,0.2525932104063006,1.557135206193096,171.0,32.0,0.14349775784753363,0.2384937238493724,-0.09499596600183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,Q9Z2U0,FP,0.25244011077670553,1.5569699708747615,171.0,32.0,0.14349775784753363,0.2384937238493724,-0.09499596600183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,P62983,FP,0.2518768097352235,1.556362169792297,172.0,32.0,0.14349775784753363,0.2398884239888424,-0.09639066614130876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,O09061,FP,0.24949450013677943,1.5537942834138487,173.0,32.0,0.14349775784753363,0.2412831241283124,-0.09778536628077877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5260883727060117,3.957189390414146,13.0,14.0,0.0625,0.018207282913165267,0.04429271708683473,,,,,,,
522,,,,,,,,O35071,FP,0.2493327315918257,1.5536200671438525,174.0,32.0,0.14349775784753363,0.24267782426778242,-0.09918006642024879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,Q9ESV0,,0.24932609903456726,1.5536129246431338,175.0,32.0,0.14349775784753363,0.24407252440725244,-0.10057476655971881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,Q9Z239,,0.24873071426845283,1.5529718975379259,175.0,32.0,0.14349775784753363,0.24407252440725244,-0.10057476655971881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,Q8BGX2,,0.24827541889457563,1.55248187758021,175.0,32.0,0.14349775784753363,0.24407252440725244,-0.10057476655971881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,P31938,FP,0.248091788472024,1.552284285744941,175.0,32.0,0.14349775784753363,0.24407252440725244,-0.10057476655971881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,Q9Z0S1,,0.2463831525358341,1.550446947528761,176.0,32.0,0.14349775784753363,0.24546722454672246,-0.10196946669918883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,Q9CX30,,0.24611752290113548,1.5501615048451454,176.0,32.0,0.14349775784753363,0.24546722454672246,-0.10196946669918883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,O08788,FP,0.24573822210360458,1.549754003472892,176.0,32.0,0.14349775784753363,0.24546722454672246,-0.10196946669918883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,Q99J39,,0.24525364062549995,1.5492335497690608,177.0,32.0,0.14349775784753363,0.24686192468619247,-0.10336416683865884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,Q9JK92,FP,0.24523228262117494,1.5492106147127982,177.0,32.0,0.14349775784753363,0.24686192468619247,-0.10336416683865884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,Q9DB29,,0.24507856276726422,1.5490455543668,178.0,32.0,0.14349775784753363,0.2482566248256625,-0.10475886697812886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,Q91WN4,,0.24432322703752524,1.5482347501568745,178.0,32.0,0.14349775784753363,0.2482566248256625,-0.10475886697812886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,P70460,FP,0.24424734791603842,1.54815332227364,178.0,32.0,0.14349775784753363,0.2482566248256625,-0.10475886697812886,,,,,,,,,,,,,,,,,,,,,,1.4306040906478616,1.9294507989173142,21.0,24.0,0.10714285714285714,0.029411764705882353,0.07773109243697479,1.1194351948098125,2.9851903679085767,29.0,24.0,0.10714285714285714,0.04061624649859944,0.06652661064425769,1.2276703426151356,2.2351785558368986,25.0,21.0,0.09375,0.03496503496503497,0.05878496503496503
535,,,,,,,,P63325,FP,0.2440212461013212,1.547910711855179,179.0,32.0,0.14349775784753363,0.2496513249651325,-0.10615356711759888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,Q61081,,0.24342155367741541,1.54726741760534,180.0,32.0,0.14349775784753363,0.2510460251046025,-0.10754826725706887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,P16331,,0.24286226189645893,1.5466677023458133,180.0,32.0,0.14349775784753363,0.2510460251046025,-0.10754826725706887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,Q99M31,,0.24260483951619213,1.5463917525773196,180.0,32.0,0.14349775784753363,0.2510460251046025,-0.10754826725706887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,Q8VCH0,,0.24064403120703115,1.5442914347104209,180.0,32.0,0.14349775784753363,0.2510460251046025,-0.10754826725706887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,Q9JLF6,,0.2398452722932942,1.5434366628396479,180.0,32.0,0.14349775784753363,0.2510460251046025,-0.10754826725706887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,Q2TPA8,,0.2391231191144933,1.5426642759202616,180.0,32.0,0.14349775784753363,0.2510460251046025,-0.10754826725706887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,P34022,,0.23799759349008937,1.5414612281488123,180.0,32.0,0.14349775784753363,0.2510460251046025,-0.10754826725706887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,Q9CQT1,FP,0.23673839430139135,1.5401164117781327,180.0,32.0,0.14349775784753363,0.2510460251046025,-0.10754826725706887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,E9Q6H8,,0.2348593034163893,1.5381117366825465,181.0,32.0,0.14349775784753363,0.2524407252440725,-0.10894296739653889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,E9PZW8,,0.23446701641453885,1.5376935615321923,181.0,32.0,0.14349775784753363,0.2524407252440725,-0.10894296739653889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,Q9ET26,FP,0.23437517683791123,1.5375956776226924,181.0,32.0,0.14349775784753363,0.2524407252440725,-0.10894296739653889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0643542274328939,1.9959477712742009,32.0,25.0,0.11160714285714286,0.044755244755244755,0.06685189810189811
547,,,,,,,,Q9JMH9,FP,0.2342013328027164,1.5374104092705472,182.0,32.0,0.14349775784753363,0.25383542538354253,-0.1103376675360089,,,,,,,,,,,,,,,,,,,,,,1.0449440966193775,1.4768571237189363,36.0,30.0,0.13392857142857142,0.05042016806722689,0.08350840336134453,,,,,,,,,,,,,,
548,,,,,,,,O08914,,0.23373425884222132,1.5369127516778522,183.0,32.0,0.14349775784753363,0.25523012552301255,-0.11173236767547892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,Q9D0D4,FP,0.23239148945971497,1.5354829558886105,183.0,32.0,0.14349775784753363,0.25523012552301255,-0.11173236767547892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,P47738,,0.23149765241196263,1.5345319257426677,184.0,32.0,0.14349775784753363,0.25662482566248257,-0.11312706781494894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
